Delta_mean,Delta_max,Theta_mean,Theta_max,Alpha_mean,Alpha_max,Beta_mean,Beta_max,Gamma_mean,Gamma_max,Alpha_Peak_Hz,file_id,label
3.252258669378347e-05,0.00018314773536480815,6.135496007007664e-06,2.660024029097701e-05,2.8340656638672687e-06,7.687644494355051e-06,1.4917440343131304e-06,2.299904240503684e-06,7.117727447687254e-08,2.0821863349766927e-07,9.5,mh_2020_0001243,0
7.801285322054151e-05,0.00020219510793971856,4.985641041276089e-05,0.00019947510571089353,3.205651783607042e-05,0.000128377518421029,4.484599725680422e-06,1.3469723838481293e-05,1.0108340109889928e-07,1.5567811366693607e-07,8.0,mh_2020_0000165,0
1.0775035951264063e-05,4.458134822600822e-05,2.90707736957169e-06,5.6047662994913375e-06,2.47469327273764e-06,8.496687507564902e-06,2.4602152001890076e-06,4.0189360069651205e-06,1.2888706899790716e-07,2.1172666795104807e-07,10.0,mh_2019_0002064,0
1.8441115596449075e-05,7.159135054615546e-05,8.22320348295333e-06,1.88660775086767e-05,1.2081560544111153e-05,4.539093557804028e-05,3.4675007397905457e-06,4.840226468672772e-06,2.1533183930867936e-07,3.6046329812047867e-07,9.5,mh_2021_0000240,0
2.610519175011843e-05,0.000147150386856962,6.649472995158383e-06,3.851768893646868e-05,2.1872250875281454e-06,6.9460188320352355e-06,1.4898296400101424e-06,3.7483324712919967e-06,7.533870188107906e-08,2.2974590811761434e-07,8.0,mh_2019_0001675,0
0.0001235375524067263,0.0005287566077221406,2.2883648794222744e-05,7.451304480877598e-05,7.067639359351773e-06,2.3847227431155306e-05,2.87649217906973e-06,1.6874584771010404e-05,9.48881969451356e-08,2.875351002715885e-07,8.0,mh_2019_0001647,0
3.963744848538691e-05,0.00012346179854219903,1.000615834969882e-05,1.8655926619073413e-05,6.168669170926298e-06,1.0972147431908559e-05,4.332203370996279e-06,7.353176435162196e-06,8.06498807488876e-08,2.07239909187922e-07,8.0,mh_2021_0000541,0
7.478440129839029e-06,3.460067962198267e-05,6.202037934427543e-06,2.7464323244119192e-05,5.239284555096784e-06,1.3036409825194924e-05,2.0939970255631514e-06,7.488176107278187e-06,4.952649432160645e-08,1.749261202272784e-07,8.5,mh_2019_0001886,0
2.891840312216096e-05,0.00010272037056163073,1.5166095196980036e-05,3.316962242107872e-05,7.88597926981202e-06,1.910895464734771e-05,2.577553929818971e-06,4.7722176739328245e-06,1.888832348460998e-07,4.610997952926011e-07,8.0,mh_2019_0001693,0
1.4509626196852495e-05,3.8212084710942694e-05,1.0284324218891511e-05,2.103595320691894e-05,7.851832259826256e-06,2.385118667119782e-05,2.547862350223733e-06,4.035815007705694e-06,6.150923813352512e-08,2.0185225515201727e-07,9.5,mh_2019_0000252,0
6.692077574238575e-05,0.00016105679712523715,1.5544776614929757e-05,3.0444188939814998e-05,3.325438834824281e-06,8.331971661892941e-06,1.7230409462196184e-06,4.315650367973753e-06,5.0548248680337965e-08,1.0950714811075619e-07,8.0,ffh_2024_0000085,0
3.577843190665025e-05,0.00011295966407826415,1.0940463203985334e-05,3.9487369625866125e-05,6.8863273356338815e-06,1.6305951728112624e-05,4.246993009008357e-06,7.80234658198053e-06,2.593957140116128e-07,1.0063161190257747e-06,10.0,mh_2020_0001165,0
7.081458386276225e-05,0.0002428710954551184,2.8293732075546073e-05,7.133610653655662e-05,1.411893344663432e-05,4.025948025666353e-05,1.0473272912742723e-05,1.6604144164349938e-05,1.9900025099699113e-07,4.241466729233755e-07,10.0,mh_2019_0002324,0
1.7498937131804226e-05,0.00010087387717147633,3.980658180512881e-06,7.02749877340551e-06,6.5524563608004856e-06,2.7193037552363066e-05,1.6423809968165305e-06,3.887309629174025e-06,1.3546455975135268e-07,6.683642787471499e-07,9.5,mh_2020_0000166,0
2.6887134884935054e-05,6.910589958404762e-05,1.0573666398062834e-05,1.8979917872380802e-05,3.879114547862885e-06,6.2425525391257065e-06,2.5417170994530864e-06,4.149537630762924e-06,5.997192206920426e-08,1.0477643089169837e-07,8.0,mh_2020_0000670,0
9.154252084305728e-06,2.8616870600568686e-05,3.825984273248536e-06,6.192771271289405e-06,1.2868014506706897e-05,7.675045329176099e-05,3.383920191820101e-06,6.907615831854978e-06,8.555341529733897e-08,2.2338779665532336e-07,10.0,mh_2019_0001791,0
0.00019022789470218157,0.000782454673398709,4.402155844875099e-05,0.00014485741598841768,1.8973140974100204e-05,5.612649092624716e-05,1.1191648022378157e-05,5.755512324188735e-05,1.2521297456755052e-06,1.2769006986703817e-05,9.0,mh_2019_0000806,0
3.662313429543674e-05,0.0001749389309554786,1.3089464335898519e-05,3.888395594556014e-05,7.6954698469181e-06,1.6384280531435732e-05,1.6524801731149742e-06,3.6087802626101113e-06,4.841589267756698e-08,1.7505011894019262e-07,8.5,mh_2019_0002441,0
2.2107624183170814e-05,0.00026864575289384376,5.754762002068171e-06,2.5247763636113295e-05,1.3375014698669939e-05,4.214590100777721e-05,2.8193354749547493e-06,7.379711894390321e-06,1.0332342890189296e-07,2.7370216332279513e-07,9.5,mh_2020_0000291,0
3.423060536932212e-05,7.88452475580888e-05,1.514241145012334e-05,2.5552150462626433e-05,4.8960949000839166e-06,7.806114231221836e-06,3.198837317417028e-06,4.653314837654712e-06,1.5652509093157027e-07,3.567428980997847e-07,8.0,mh_2019_0002356,0
6.823936702515925e-06,2.8914409345783613e-05,2.9528792055380705e-06,5.807206614697731e-06,3.983425684642495e-06,1.28554434148007e-05,2.3998135870797157e-06,3.7972508191391345e-06,1.2858692444791836e-07,2.2559409735983496e-07,10.0,mh_2022_0000139,0
0.00011917108082788433,0.0011890933846584947,4.292392469431342e-05,0.00022850988723252327,1.2912775597354859e-05,4.7087240893761066e-05,3.7159647747159275e-06,1.275177307185665e-05,1.361445472480742e-07,5.439594487277803e-07,8.0,mh_2024_0003218,0
0.0001491467138008617,0.0012836043203840995,6.362451312076869e-05,0.0004769844005510662,4.5325745369947564e-05,0.0002004811574414594,1.2205351507900875e-05,5.9088512293157223e-05,3.3382291779720004e-07,9.956104940265054e-07,8.5,mh_2024_0004405,0
9.474987489489161e-05,0.0002799815832066832,3.585261454075173e-05,0.00013022023988148293,1.749265823281087e-05,0.00010941227910188366,1.3018131458984552e-05,7.161442924263596e-05,4.110639128456329e-07,7.101710919795722e-07,13.0,mh_2020_0000706,0
1.4735401270145345e-05,3.4233204349048664e-05,5.9116099144013814e-06,1.0747145561009285e-05,1.116517740349976e-05,3.515803017108109e-05,3.58843618474705e-06,1.4285582782467786e-05,2.686698754371726e-07,1.0378751101464323e-06,9.5,mh_2020_0000233,0
2.046203965050337e-05,9.214976084990637e-05,6.431904351098227e-06,1.5519262073426527e-05,7.241760057256245e-06,1.2654588979628455e-05,6.074524966554238e-06,9.888628711008369e-06,1.0040631919780683e-07,1.8787585624976015e-07,9.0,mh_2021_0000822,0
5.6567569353475264e-05,0.0005562880165207669,1.5863194168805214e-05,0.00014024749567325437,9.313784218071892e-06,7.2147400572715e-05,5.444684131899814e-06,4.8812715149677724e-05,3.0390326725009554e-07,2.8048937038340765e-06,9.0,mh_2019_0001150,0
2.0293614730895182e-05,9.078828608539398e-05,4.661608483573639e-06,1.4849461687599155e-05,7.401366819559467e-06,3.586173629990991e-05,2.4288251927091714e-06,5.5561647977770896e-06,8.997489580100496e-08,4.371751428135729e-07,10.0,mh_2019_0002359,0
5.5977279272302356e-05,0.000293064990384489,1.1045727853073506e-05,4.404354020273287e-05,3.1034745068839022e-06,6.419061793451226e-06,2.880784035565447e-06,4.757621344106723e-06,8.031283304670353e-08,1.2094024230493866e-07,8.0,mh_2020_0000668,0
4.1508101083666485e-05,0.00012084514223805975,1.6142817659525142e-05,4.1139767311302564e-05,4.045936453499186e-05,0.00018714613515789674,4.3225592296256e-06,1.1911283118486515e-05,2.3348321029196026e-07,4.296388556703831e-07,9.5,mh_2019_0001792,0
0.00018469172450214495,0.0003951745073698461,5.131358259572135e-05,0.0001513323665374098,1.6139098840982835e-05,4.015890491997764e-05,4.487256184596294e-06,1.5199984583036911e-05,1.4282265207129287e-07,3.970422420255906e-07,10.5,mh_2019_0000231,0
4.1879524543882346e-05,0.000139649959813547,2.0682514523272407e-05,4.4832982420683406e-05,5.7780809296855905e-06,1.1452333763334012e-05,4.253865118432607e-06,1.1696243745107436e-05,2.5032226515448414e-07,1.054319035663923e-06,8.0,mh_2019_0002223,0
5.7649649049223855e-05,0.00020533515552484738,2.169631459276207e-05,5.8916840352022584e-05,1.245404736867461e-05,2.1663527918415975e-05,4.275707415442018e-06,7.756169512483511e-06,2.356465734364789e-07,7.501638054196802e-07,9.5,mh_2021_0000643,0
8.53332551956712e-06,2.770625278867752e-05,3.1728659205633063e-06,7.710388523055417e-06,1.7814680358700659e-06,3.1613095205777166e-06,1.8122416121269835e-06,2.852291910149179e-06,1.1484057320001795e-07,3.441679321983961e-07,8.0,mh_2019_0000534,0
2.074682827194229e-05,4.002967285160825e-05,1.0005940815135046e-05,1.7904386286247137e-05,4.745272543030982e-06,1.3635918256273544e-05,2.557874509826013e-06,5.325470575782387e-06,1.1790737898481557e-07,5.841376200253875e-07,8.0,mh_2024_0003450,0
2.3636574618227033e-05,4.894773322208648e-05,7.363950029922206e-06,1.2833942388876952e-05,8.435199711229275e-06,2.6671512101832337e-05,2.5759358326166092e-06,4.523512279897682e-06,5.945936518089584e-08,1.1077734851380663e-07,9.5,mh_2019_0002378,0
4.608985545114464e-05,0.00014602645172815862,1.4898950410172097e-05,5.4107986076187035e-05,2.4784359904793266e-05,7.660589991082488e-05,6.232684162224547e-06,1.3392754760284216e-05,3.149311764595552e-07,1.461065559121456e-06,10.0,mh_2019_0002060,0
3.7784566157243235e-05,9.309634981173797e-05,2.1988441782329357e-05,3.938680704109424e-05,1.0661597981288589e-05,3.51585004965414e-05,4.4397624504109865e-06,6.548237544993301e-06,1.2184631392368637e-07,2.180692479376435e-07,9.5,mh_2021_0000099,0
0.0003805639765317349,0.0008101791640166454,9.365084789564908e-05,0.00022626415008068922,1.7970447126113304e-05,6.073093775449502e-05,3.7737209790088777e-06,1.0364721037718979e-05,7.134583275019902e-08,8.853217626007628e-08,8.0,mh_2021_0000824,0
1.8067822486687937e-05,6.689522025683227e-05,1.5093205803710615e-05,3.669006552179454e-05,1.3321159040041519e-05,3.8206480687161766e-05,3.9165808575757e-06,6.8843475892891856e-06,1.5643383030685307e-07,7.012870906922487e-07,9.5,mh_2020_0000046,0
2.928844461907142e-05,0.00011681500300264059,1.924042307584405e-05,3.056082684863185e-05,1.0048796211955165e-05,2.6160006543471074e-05,1.653739239420833e-06,2.262939886649208e-06,6.232102723607029e-08,1.1917724915397783e-07,8.0,mh_2022_0000173,0
1.0818822456055545e-05,3.663317225475265e-05,4.821114993496444e-06,1.0205828194782988e-05,5.580945836661204e-06,1.824187497004806e-05,2.841424240974893e-06,6.0874753122330475e-06,1.076190672294732e-07,3.693105038435644e-07,10.0,mh_2020_0000369,0
1.7515762771073118e-05,4.81318040517481e-05,7.477171842163026e-06,1.721611368986183e-05,9.810162268957732e-06,4.1412265797732324e-05,2.748550493059955e-06,5.826608450949531e-06,1.3006685882614153e-07,2.6773410009996977e-07,10.0,mh_2019_0001324,0
0.00011421509343435704,0.000289469234812621,1.7168154964597746e-05,4.118484771953274e-05,8.660635421728303e-06,1.8404687116763876e-05,3.856881873838218e-06,1.2332451605683864e-05,1.800237502734797e-07,1.094194190368804e-06,9.5,mh_2021_0000437,0
4.22353922468859e-05,0.00015301856899120722,1.5403801397805696e-05,5.2159602681014754e-05,6.495449441586956e-06,3.211843512914571e-05,2.046096274734502e-06,2.812223192669924e-06,7.188818224397637e-08,1.4644196450661574e-07,8.0,mh_2020_0000146,0
4.926760385889546e-05,0.00013584150467982502,2.385038605932734e-05,7.343479950148821e-05,2.8007103918391746e-05,0.00011790418507678204,5.962314112649182e-06,1.6423995289935753e-05,2.673299700083603e-07,1.0059126723763712e-06,10.0,mh_2021_0000569,0
0.00031987357027240426,0.0005983134393207218,8.192330909416568e-05,0.00019781260664825928,1.2717385802552623e-05,3.8212452303684814e-05,4.905765658338418e-06,1.6479035997543938e-05,1.0939210762649964e-07,3.0352521657395633e-07,8.0,mh_2024_0003845,0
3.6942146927485335e-05,0.00010653805260887294,1.0863543553607364e-05,1.969578394114035e-05,3.4729297032151275e-05,9.560292122551977e-05,3.1800335957131844e-06,4.989546071261203e-06,6.908655194589142e-08,1.560171605666441e-07,9.5,mh_2020_0000504,0
0.0011307636325236983,0.0030473882027059695,0.0001947986208922501,0.0006025674970300671,4.3631828781510945e-05,0.00015521702536991204,2.3029356059875166e-05,7.951449054876849e-05,7.931407634848505e-07,2.5997826129951097e-06,9.0,mh_2024_0003412,0
0.00010147943575959268,0.00041550295557766663,1.7173148932924786e-05,6.208348837392649e-05,4.981645016540697e-06,1.5779155549482192e-05,6.271672732967926e-06,1.3164513559597553e-05,4.268103747334153e-07,1.0559381420572647e-06,8.0,mh_2020_0000224,0
3.9607886845577825e-06,1.1778587299638858e-05,2.5182902882300305e-06,7.859236518850812e-06,1.0384750004433771e-05,2.364430830499889e-05,1.931671614435064e-06,3.374388664947909e-06,7.720872120045031e-08,1.6355252189359807e-07,10.5,mh_2024_0004419,0
6.0114103542478425e-05,0.00019755822751343357,1.154121156543656e-05,2.5867685819082637e-05,7.602521424113259e-06,1.7700108293918998e-05,4.3570950125228305e-06,8.597213317105551e-06,2.655532742034807e-07,6.051932524715228e-07,9.5,mh_2019_0002182,0
2.7835178814289212e-05,8.759097380430989e-05,1.1534834484692083e-05,2.0249703626700665e-05,2.5767557063378887e-05,7.143821646282147e-05,5.1182739231647625e-06,1.2217514420734861e-05,1.1522094240141364e-07,5.176595812922739e-07,9.0,mh_2019_0002226,0
3.9690465067992785e-05,0.00014504122349164245,8.925692651351802e-06,3.3240941662351705e-05,2.4310572569438296e-06,5.425840766271877e-06,1.6098486356169065e-06,2.657820538702801e-06,7.605160202899657e-08,1.6931470439271824e-07,8.0,mh_2019_0000892,0
6.192909498869265e-05,0.00020329609960039743,9.349608756480571e-06,2.5704437248407288e-05,5.396545109899641e-06,2.0329227804314296e-05,2.15237992551741e-06,7.532924932468229e-06,1.5307717148546944e-07,7.487902397907968e-07,8.5,mh_2019_0002127,0
6.503677400954006e-06,2.0123199039492648e-05,3.6717551368154937e-06,6.265224924062405e-06,1.1859467658541938e-05,5.2155019593416046e-05,2.9141076350025102e-06,5.0711678057947725e-06,1.55973830114082e-07,3.170862756704836e-07,10.0,mh_2019_0001194,0
9.838843497692118e-05,0.0007201235882340577,3.936661286150526e-05,0.000146049940303755,1.500700774508216e-05,4.737508858595566e-05,4.119956441355595e-06,1.5337732285677818e-05,2.000560135395903e-07,4.10873615156546e-07,9.0,mh_2020_0000331,0
8.106402835555327e-05,0.00024111072305782902,2.682054951939584e-05,4.331147218123459e-05,1.8136492086377472e-05,5.067587575898943e-05,3.599949316109415e-06,5.9428275334134265e-06,1.824275255283768e-07,6.807698831947828e-07,8.5,mh_2019_0000699,0
1.286761842148426e-05,4.110577111262119e-05,3.256296499894042e-06,7.614099795934345e-06,6.146793964220377e-06,1.616585347473779e-05,3.263237994720229e-06,5.7903672155330605e-06,1.6986351613270135e-07,4.1811599341392807e-07,10.5,mh_2019_0000602,0
3.584017155178684e-05,0.00018501727215651666,1.652664909367108e-05,4.3691443309061944e-05,1.779194415725003e-05,4.3812816700981264e-05,2.301019359880705e-06,8.893261482240467e-06,5.371297578115674e-08,1.9617232849383192e-07,8.5,mh_2019_0000782,0
0.00012124820893302031,0.0004536787018034981,2.1446200157912937e-05,6.444184064986451e-05,5.458018507517422e-06,1.6133413655101576e-05,5.854997013131749e-06,1.9337729582945542e-05,3.612669379399702e-07,1.671486854102256e-06,8.0,mh_2020_0000555,0
2.3384801437349284e-05,0.00010707272454789416,7.05854979404768e-06,2.050604314992446e-05,6.426094821493858e-06,1.2104350953466461e-05,2.4739941517453166e-06,4.357044923613399e-06,1.4991193102406438e-07,2.9202005334692095e-07,10.0,mh_2020_0001062,0
5.636229399743755e-06,9.879724266902677e-06,4.054662585094088e-06,9.076497329578184e-06,8.70265195318679e-06,3.898801745721412e-05,2.0381549422344994e-06,3.3154116873121983e-06,6.364005794549944e-08,1.4774314839363234e-07,9.0,mh_2024_0003899,0
0.00015324954919849042,0.0007276323092306173,4.592630169930826e-05,0.00029804632358829553,1.6380728541894993e-05,0.0001050318516422983,6.5921368013279245e-06,3.867196807538055e-05,3.5812327135359045e-07,2.7060565225429217e-06,9.5,mh_2022_0000274,0
2.232701862869641e-05,6.401835304925388e-05,5.9787900114070964e-06,1.4819951275451821e-05,3.0166224473091495e-06,9.528008794065058e-06,1.022844011817898e-06,2.2494626218881395e-06,3.290911312334431e-08,6.524354901729474e-08,8.5,mh_2019_0001763,0
2.044663259631691e-05,5.427702902256368e-05,5.421090798766656e-06,1.370348111372716e-05,2.3584432996658007e-06,4.5698283911037844e-06,2.2801363066314632e-06,4.566201021086569e-06,1.7780754257992056e-07,5.130637216517198e-07,11.0,mh_2019_0001722,0
4.6918751237097785e-05,0.00037796735997297303,1.0804797556009939e-05,8.490056336016744e-05,6.482184989449909e-06,3.2796311324028164e-05,5.1288245754712966e-06,1.6663082222056806e-05,2.686246472884122e-07,1.783126439690823e-06,9.5,mh_2019_0001576,0
1.153345241508941e-05,0.00010992444367516509,4.809975334967662e-06,2.9820339499863324e-05,7.249513199411503e-06,2.0818707362537193e-05,2.0696567109838645e-06,5.817953155102802e-06,8.689653825125863e-08,3.248841324456933e-07,10.5,mh_2024_0003830,0
7.101163237456173e-05,0.0003830707171879804,1.6540029406111377e-05,4.3944591544259057e-05,7.4265539522593505e-06,1.1000071567895537e-05,7.541831749435381e-06,1.0586052699652037e-05,6.760320574823099e-07,1.1618394479717417e-06,8.0,mh_2019_0001428,0
6.776999335201486e-05,0.0003615955659239499,2.247813879132329e-05,8.210247608091355e-05,7.255393259504239e-06,1.7994481248803304e-05,3.910762339098014e-06,8.171799120982111e-06,8.402655054657663e-08,3.2145172598311733e-07,8.0,mh_2020_0001079,0
4.747702124658221e-05,0.0001920967113470065,1.2753884714828056e-05,4.075884644447298e-05,1.3557559429996118e-05,4.5930382547727676e-05,3.148764770047974e-06,6.390100942751037e-06,8.45707058312335e-08,1.3316987330319185e-07,9.0,mh_2024_0003290,0
0.00010175997165512013,0.0002883410426901878,3.0485724763389786e-05,6.948447632224379e-05,1.07773466091599e-05,2.7504577700273523e-05,5.7229819623514015e-06,1.2820942028389395e-05,3.039204714516163e-07,7.781321206728165e-07,8.0,mh_2019_0001518,0
5.291067724231557e-05,0.00016591656245129528,2.398433317099823e-05,8.862001656887143e-05,2.7091776961602913e-05,0.0001139273250999857,4.296867046152105e-06,1.5647790823057672e-05,2.4514629452036315e-07,1.287393010029157e-06,8.5,mh_2024_0004338,0
1.461078581869097e-05,6.460241287490537e-05,2.3787372488458825e-06,5.383768110447395e-06,4.80687432265802e-06,1.9540443940664035e-05,1.3966172325470593e-06,2.5996212526901494e-06,6.433753329690095e-08,1.651961019128685e-07,10.0,mh_2019_0001514,0
7.290011439719931e-05,0.0003684512675893672,2.7350314537580766e-05,0.0001652513702595358,1.2970053424181885e-05,8.08250382706625e-05,1.0656444957655767e-05,9.147991016620741e-05,4.145741399216222e-07,4.267374023011563e-06,8.0,mh_2024_0003984,0
2.18602958359266e-05,9.5734639252376e-05,6.336174954076797e-06,2.0509419392259947e-05,4.432432400771798e-06,9.126450121292551e-06,1.8741915007607974e-06,2.8482871166308805e-06,6.7165213788959e-08,2.424754568961063e-07,11.0,mh_2021_0000618,0
2.0023466686604327e-05,6.776685211987741e-05,5.042966994429238e-06,1.1789346284387263e-05,6.5295261397536365e-06,1.8934262697014988e-05,1.6253382865102333e-06,3.2314286065537227e-06,1.1931557913029084e-07,3.717323323996761e-07,9.5,mh_2019_0001956,0
0.0002589335529809551,0.0008550771798486965,5.807422732070186e-05,0.00017417402890076227,1.8410079969825322e-05,7.107071205330314e-05,1.0133204028836643e-05,3.052666317626352e-05,4.4789784708874047e-07,1.1347310422177216e-06,8.0,mh_2021_0000322,0
8.957890412942823e-06,2.652506392559993e-05,4.512080379157826e-06,1.0110313998933276e-05,8.468483796016035e-06,2.1401662622013967e-05,1.949877137683774e-06,3.0209119236570726e-06,7.631796900535453e-08,2.555626549567775e-07,10.5,mh_2024_0004382,0
5.364463182739732e-05,0.00017999041019037406,1.7683016305265233e-05,2.8004482091251144e-05,1.6809673904696933e-05,4.388133438200574e-05,6.710715909247611e-06,1.3774545243161809e-05,4.624537322119995e-07,1.4314611316780256e-06,9.5,mh_2019_0001276,0
0.0004065900336730978,0.0011803815311294905,8.639166543621625e-05,0.00019940080016334264,3.2781134623211135e-05,7.713531881891178e-05,2.0623233881762023e-05,7.835763648227493e-05,5.098422268997018e-07,1.980880943344391e-06,8.5,mh_2019_0000328,0
0.00017086605271805747,0.0007935185046974779,3.3051565895048777e-05,0.00013653610340996528,6.617503365918276e-06,1.1966602503616114e-05,5.159796943740892e-06,1.1216511881870552e-05,2.51555343892479e-07,5.689113592552636e-07,8.0,mh_2019_0001361,0
1.996812523050169e-05,3.895006565062086e-05,1.871964210756775e-05,3.425636176847062e-05,1.527917518862066e-05,6.170495428331569e-05,3.6280844017539225e-06,6.147627053523897e-06,1.0230793738742801e-07,2.2762302673613978e-07,9.5,mh_2019_0000111,0
8.684855179363721e-05,0.00038292199822414076,2.0443859755072014e-05,7.255545016935021e-05,6.1286835688862506e-06,1.6921539394937403e-05,1.777771580208381e-06,4.592204411328312e-06,5.1579356620439057e-08,1.4712858330008764e-07,8.0,mh_2020_0000027,0
8.400690655795093e-06,2.8462022930617277e-05,8.114029063789978e-06,2.0762487838847828e-05,2.5293365491699834e-06,4.380573413679448e-06,2.1847124568140485e-06,3.770023776585294e-06,1.0776021232266441e-07,2.511956757617396e-07,8.0,mh_2019_0002162,0
0.0001267017004198415,0.001103908646086341,3.8864386243558966e-05,0.0003701018201584026,1.6064187101886245e-05,7.235494215726982e-05,4.602254455735429e-06,3.484331041188836e-05,1.2620427650384795e-07,5.215882864668007e-07,8.0,mh_2022_0000075,0
2.1826664095563687e-05,0.00019118634737944548,7.132691989289526e-06,6.326663875473326e-05,2.1904305168462473e-06,1.1856420400033832e-05,1.0201821460099743e-06,4.108487696157007e-06,4.23758091542262e-08,7.328405109100937e-08,10.5,mh_2019_0001151,0
3.1073377665518235e-05,0.00017730900747680125,1.0993952640956317e-05,4.1860964244528464e-05,1.3481235759339514e-05,5.016085657756405e-05,2.9580318922376706e-06,6.443114565334907e-06,6.942262232527566e-08,1.422478221716304e-07,10.0,mh_2019_0000429,0
0.0001082255039463918,0.00024136749342006239,3.354498339239453e-05,6.383413493509779e-05,8.856562505673211e-06,1.756986639298522e-05,4.070286995479379e-06,7.791229214060732e-06,1.538321117586699e-07,3.337722214668572e-07,8.0,mh_2020_0001179,0
0.00016436809803567975,0.0006665137631701576,3.1427244975148906e-05,9.368432193119166e-05,9.239832872284465e-06,3.9551427095029896e-05,8.071197733520888e-06,1.6008726825698524e-05,5.114328215517023e-07,1.5495159172798503e-06,8.0,mh_2021_0000781,0
0.0002407856133228904,0.0009849002029116382,7.849286105682113e-05,0.00032020205750409237,4.35802105199578e-05,0.00016506438249851493,5.289053183883924e-05,0.00012835029587740464,6.741718869408861e-06,1.4084281715409482e-05,8.0,mh_2024_0003274,0
8.083439364042065e-05,0.0003682270765286383,2.116243296009838e-05,7.123793852628692e-05,1.810115678977313e-05,7.409045022682018e-05,5.77988119025167e-06,1.4329906044937012e-05,2.0359099893533233e-07,9.802456887107075e-07,9.0,mh_2020_0000686,0
1.1268659548019584e-05,5.167581284530886e-05,2.3764413060197447e-06,9.956354988878165e-06,2.741851994782024e-06,9.855037560908e-06,1.2366362510091804e-06,2.153998542090368e-06,6.021436791313784e-08,1.7759285736883714e-07,8.5,mh_2020_0000506,0
0.0001315682590452999,0.000620881040696221,4.1530225815641147e-05,0.00017426212551879204,1.5612738465767952e-05,2.546898820680301e-05,6.824088171163742e-06,9.001035099275851e-06,2.5812564811364793e-07,3.7228294018855416e-07,9.0,mh_2020_0000880,0
3.2034139298932305e-05,0.00010471178195499726,6.61161700409389e-06,1.7672049409954497e-05,6.77938608385766e-06,2.3384160646714717e-05,3.2336378257392346e-06,4.9542348320215e-06,1.8037998883304098e-07,6.030461121130556e-07,10.0,mh_2019_0002105,0
3.111533736199677e-05,0.000140198333679371,1.390470827342738e-05,2.4302089732605998e-05,5.443940794932951e-06,1.0045675731799683e-05,5.2299970830746495e-06,7.909595258789837e-06,2.9159735777481194e-07,5.48133202678513e-07,8.0,mh_2019_0001326,0
1.8660956660317513e-05,5.251297298744522e-05,7.854166551681929e-06,1.3711651580885451e-05,8.145557010388835e-06,3.89407998521068e-05,2.0372527321434218e-06,3.4796219532454354e-06,1.6384682353508929e-07,2.3049386753767965e-07,9.0,mh_2019_0002354,0
0.0002565969975413396,0.0010642393846360613,6.681911753673161e-05,0.0002852778898163015,2.064053142783128e-05,7.30841688635776e-05,1.1450844382792421e-05,3.6340819381593054e-05,5.735165411379455e-07,3.333722630057903e-06,8.0,ffh_2024_0000312,0
2.5323929495330735e-05,0.00010271026170973927,5.199678089148298e-06,1.5790756435634372e-05,2.306111868283685e-06,4.672039420790779e-06,2.2447710831379507e-06,4.510065945503293e-06,5.86419860697563e-08,1.2734427985887353e-07,8.0,mh_2019_0000077,0
8.085049656391253e-05,0.0001751047045521919,1.8835480866458294e-05,3.8242044251428935e-05,7.034639501533933e-06,1.618776912461155e-05,4.904351194178112e-06,7.259375045411024e-06,2.593793027021485e-07,4.5986274505491044e-07,8.0,mh_2019_0002066,0
2.6725166862109795e-05,0.00015657264949513829,7.387831349921002e-06,3.616207971527191e-05,2.0099748827900843e-06,4.8669467232576625e-06,1.9015304275291083e-06,7.95752976055599e-06,1.126155280167299e-07,8.295544814618677e-07,8.0,mh_2024_0003737,0
0.00011713508031806345,0.0009288957979717394,1.987747661694298e-05,0.00013389784745188575,7.0521658392590865e-06,2.2238269822910613e-05,3.7036902348850717e-06,1.9760198183353003e-05,8.047346019575491e-08,5.47712413372792e-07,11.0,ffh_2024_0000149,0
2.737856487895158e-05,0.00021411892495337804,6.6363743680870876e-06,3.4484324062706415e-05,3.5029378215726174e-06,1.2802837861413635e-05,2.841757902040038e-06,5.73976128282017e-06,1.942374538347386e-07,7.385163373777837e-07,8.0,mh_2019_0000508,0
1.0999653887656138e-05,5.312653563308485e-05,3.0325132454235443e-06,8.339683738590552e-06,2.283194534149354e-06,5.279016001867823e-06,1.6576567854643569e-06,3.1362414360491238e-06,5.6527997266436587e-08,1.4785196305510184e-07,10.5,mh_2020_0000324,0
4.304799900537554e-05,0.00017768466659448735,1.4953725936226742e-05,5.65048018105317e-05,3.1141024205180405e-06,8.196174780437269e-06,1.9927039631991778e-06,2.9460480639318694e-06,1.2903021475434043e-07,2.187247637161658e-07,8.0,mh_2019_0000192,0
1.1059452624436953e-05,2.9697426281688002e-05,8.5854851754439e-06,1.7825020570626e-05,1.3694992960797885e-05,4.065499530088669e-05,2.675409961310417e-06,1.4343162911659347e-05,1.1253266639193394e-07,7.857441134213022e-07,9.0,mh_2018_0000007,0
1.618371835148448e-05,5.687631997468884e-05,7.5286518892877505e-06,1.5577909476072483e-05,1.1284469455341287e-05,2.7151604576068683e-05,1.561161337772248e-06,2.3879336592322508e-06,2.1599002663313676e-08,3.319902213895499e-08,8.5,mh_2019_0000895,0
4.2276995496364344e-05,0.00017558832633496986,1.26234458732936e-05,4.641027674927197e-05,2.4745355727589644e-06,5.726208001935689e-06,1.4342118268884966e-06,2.939902759754772e-06,5.836047192692368e-08,1.66217307419626e-07,8.0,mh_2019_0000727,0
