file_id,duration,n_flat_channels,alpha_peak,SNR_proxy_delta
mh_2019_0000494,750.995,22,9.5,0.00011006141810382965
mh_2024_0003929,1114.995,22,8.0,0.00021569834786684585
mh_2020_0000153,988.995,22,10.0,4.124551680004084e-05
mh_2020_0000105,899.995,22,8.0,0.0005383944142755744
mh_2024_0004124,1321.995,22,10.5,3.385005720941081e-06
mh_2019_0001548,747.995,22,8.5,1.1462757798537579e-05
mh_2019_0000859,707.995,22,10.0,1.2707747872471985e-05
mh_2020_0000572,823.995,22,8.0,9.428967382949257e-05
mh_2022_0000062,1363.995,22,8.0,0.00011352510967283712
mh_2019_0002210,911.995,22,10.5,2.2926874230019963e-05
mh_2019_0002230,839.995,22,9.5,5.745436787983918e-05
mh_2021_0000487,1594.995,22,9.5,5.4409942314089314e-05
mh_2019_0000905,692.995,21,8.0,4.6353778849339645e-05
mh_2019_0000103,775.995,22,8.0,2.96705529183394e-05
mh_2019_0001173,1201.995,22,8.5,4.984080372154603e-05
mh_2020_0000546,1547.995,22,10.0,4.776924700624621e-05
mh_2019_0002136,843.995,22,9.0,6.409605587335704e-05
mh_2020_0000591,1058.995,22,10.5,9.359483610781409e-06
mh_2019_0000761,1564.995,22,8.5,7.127533014765886e-05
mh_2020_0000530,983.995,22,8.0,4.256723326862854e-05
mh_2020_0000938,1584.995,22,11.0,1.7405049335095203e-05
mh_2019_0000168,742.995,22,11.0,9.229091416510334e-06
mh_2019_0002056,928.995,22,8.0,7.947763603554735e-05
mh_2019_0002348,1267.995,22,9.5,3.4266600697892626e-05
mh_2019_0001417,791.995,22,10.0,1.9590855594181675e-05
mh_2024_0004049,1577.995,22,8.0,6.336617536368788e-05
mh_2020_0000216,839.995,22,8.0,0.00014078334739539363
mh_2019_0002288,1262.995,22,8.0,0.0001965030165107259
mh_2020_0000595,945.995,22,8.5,0.00010775879729811255
mh_2020_0001012,1800.995,22,9.0,5.0281607710320504e-05
mh_2022_0000216,1280.995,22,9.5,4.968061766568544e-05
mh_2024_0003386,1044.995,22,8.0,0.0001657982917852821
ffh_2024_0000108,1331.995,22,10.0,2.805707682203349e-05
mh_2019_0001303,1049.995,22,8.0,5.685151913420076e-05
mh_2019_0002205,1094.995,22,8.0,1.5098822095632399e-05
mh_2020_0001211,1522.995,22,9.0,2.912386400863235e-05
mh_2024_0003460,1005.995,22,8.0,1.291277978188939e-05
mh_2022_0000110,1201.995,22,8.0,5.141063347677736e-05
mh_2019_0002330,1022.995,22,9.5,9.430249430963243e-05
mh_2019_0000684,706.995,22,10.0,1.8381921638377245e-05
mh_2019_0002388,930.995,22,8.0,8.566925963752134e-05
mh_2019_0001543,876.995,22,12.0,4.6013330601967814e-05
mh_2019_0001863,664.995,22,10.5,9.921805173250897e-06
mh_2019_0001363,837.995,22,9.5,0.00018605276648343008
mh_2020_0000156,1259.995,21,8.0,1.3102778902652159e-05
mh_2020_0000708,1806.995,22,8.0,0.0002471852243406447
mh_2022_0000315,1740.995,22,8.0,3.539335944440511e-05
mh_2024_0004056,994.995,22,8.0,2.1934848744519237e-05
mh_2019_0001976,901.995,22,8.0,1.4078003269909972e-05
mh_2020_0001117,1802.995,22,8.0,5.997561394754203e-05
mh_2019_0000023,713.995,22,9.5,8.219794395985009e-05
mh_2019_0001952,899.995,22,9.0,0.0002324194600565067
mh_2019_0000339,789.995,22,9.0,5.73394209895934e-05
mh_2021_0000289,1612.995,21,8.0,0.00014905890368931352
mh_2019_0000030,720.995,22,8.0,5.691000224078084e-05
mh_2019_0001388,1031.995,22,10.0,1.7430990336317937e-05
mh_2024_0004052,1169.995,22,8.0,3.341609702441908e-06
mh_2019_0000818,761.995,22,8.0,8.249888852899255e-05
mh_2019_0001405,877.995,22,8.0,7.432135710632134e-05
mh_2021_0000468,1561.995,22,9.5,1.597250957698412e-05
mh_2021_0000632,1502.995,22,8.0,0.00013451649784527311
mh_2019_0001547,779.995,22,10.5,2.2331804857483e-05
mh_2020_0000025,782.995,22,10.0,4.541005692235855e-05
mh_2020_0000288,908.995,22,8.0,6.593062168736993e-06
mh_2020_0001067,1803.995,22,10.0,5.8364447655562425e-05
mh_2020_0000669,1800.995,22,9.0,1.3530625811671752e-05
mh_2020_0000664,1799.995,22,9.5,5.798938808089247e-06
mh_2024_0003376,843.995,22,9.5,2.4807316079934895e-05
mh_2019_0000102,834.995,22,9.5,7.4497929748399e-05
ffh_2024_0000125,1312.995,22,8.0,0.0001780035930491901
mh_2024_0003534,851.995,22,10.5,2.188735664382649e-05
mh_2020_0000114,1163.995,22,8.0,5.747580665004885e-05
mh_2020_0000878,1595.995,22,10.0,1.5686719464379846e-05
mh_2019_0002132,791.995,22,8.0,0.000204104494324533
mh_2019_0001748,719.995,22,8.0,0.00016596755496952928
mh_2019_0002363,864.995,22,9.5,4.711099137433325e-05
mh_2020_0000778,1804.995,22,8.0,9.329328949832267e-05
mh_2020_0000497,839.995,22,11.0,0.000102494214624877
ffh_2024_0000297,683.995,22,8.0,2.5110086441076633e-05
mh_2021_0000730,1052.995,22,9.5,0.00018495154248263267
mh_2019_0001942,942.995,22,10.5,6.7080173719830686e-06
mh_2019_0001418,808.995,22,8.5,3.450374087227832e-05
mh_2018_0000115,725.995,22,11.0,1.876704116981938e-05
mh_2024_0003378,1116.995,22,9.0,9.557710551180968e-06
mh_2019_0000418,726.995,22,8.5,4.618055100623177e-05
mh_2019_0001752,745.995,22,8.0,3.122382328842985e-05
mh_2020_0000147,843.995,22,10.0,4.888226200096923e-05
mh_2020_0000323,1060.995,22,8.5,2.304821629493872e-05
mh_2019_0001591,687.995,21,8.0,7.290084383793031e-05
mh_2019_0001447,767.995,22,10.0,1.6524568848399435e-05
ffh_2024_0000103,1226.995,22,9.0,4.901498822447316e-05
mh_2020_0000978,1806.995,22,8.0,0.0002577205564460845
mh_2022_0000296,1393.995,21,8.0,0.0004323947720375124
mh_2024_0004283,851.995,22,9.5,1.9736130284125592e-05
mh_2019_0000607,704.995,21,9.5,5.4307998207490136e-05
mh_2019_0002255,862.995,22,8.0,9.43221355415388e-05
mh_2021_0000046,1681.995,22,11.0,3.0657215755523434e-05
mh_2019_0000460,1274.995,22,9.0,4.811037838194488e-05
mh_2020_0000113,872.995,22,10.0,2.944731101039572e-05
mh_2024_0003635,1136.995,22,8.0,3.492271745141819e-05
mh_2019_0002231,962.995,22,9.0,1.2928824731491095e-05
mh_2019_0001080,659.995,21,9.0,4.6870670210912006e-05
mh_2019_0001925,841.995,22,9.5,1.0817218233001413e-05
mh_2020_0000023,784.995,22,9.0,1.515918624150795e-05
mh_2019_0000888,688.995,22,8.0,2.5407795503194987e-05
mh_2024_0003912,969.995,22,9.5,7.1500463387624e-05
mh_2019_0000588,696.995,22,8.0,9.236368586973442e-05
mh_2019_0001789,734.995,22,8.5,3.534412493544098e-05
mh_2019_0000760,743.995,22,11.0,2.7922817733504775e-05
mh_2019_0000132,809.995,22,9.0,1.2899372041515643e-05
mh_2020_0001243,1799.995,22,9.5,3.252258669378347e-05
mh_2020_0000165,1227.995,22,8.0,7.801285322054151e-05
mh_2019_0002064,734.995,22,10.0,1.0775035951264063e-05
mh_2021_0000240,1510.995,22,9.5,1.8441115596449075e-05
mh_2019_0001675,803.995,22,8.0,2.610519175011843e-05
mh_2019_0001647,900.995,22,8.0,0.0001235375524067263
mh_2021_0000541,1679.995,22,8.0,3.963744848538691e-05
mh_2019_0001886,825.995,22,8.5,7.478440129839029e-06
mh_2019_0001693,725.995,22,8.0,2.891840312216096e-05
mh_2019_0000252,666.995,22,9.5,1.4509626196852495e-05
ffh_2024_0000085,1320.995,22,8.0,6.692077574238575e-05
mh_2020_0001165,1799.995,22,10.0,3.577843190665025e-05
mh_2019_0002324,910.995,22,10.0,7.081458386276225e-05
mh_2020_0000166,944.995,22,9.5,1.7498937131804226e-05
mh_2020_0000670,1574.995,22,8.0,2.6887134884935054e-05
mh_2019_0001791,722.995,22,10.0,9.154252084305728e-06
mh_2019_0000806,924.995,22,9.0,0.00019022789470218157
mh_2019_0002441,931.995,22,8.5,3.662313429543674e-05
mh_2020_0000291,915.995,22,9.5,2.2107624183170814e-05
mh_2019_0002356,986.995,22,8.0,3.423060536932212e-05
mh_2022_0000139,1199.995,22,10.0,6.823936702515925e-06
mh_2024_0003218,915.995,22,8.0,0.00011917108082788433
mh_2024_0004405,1129.995,22,8.5,0.0001491467138008617
mh_2020_0000706,1799.995,22,13.0,9.474987489489161e-05
mh_2020_0000233,862.995,22,9.5,1.4735401270145345e-05
mh_2021_0000822,1739.995,22,9.0,2.046203965050337e-05
mh_2019_0001150,1575.995,22,9.0,5.6567569353475264e-05
mh_2019_0002359,906.995,22,10.0,2.0293614730895182e-05
mh_2020_0000668,1801.995,22,8.0,5.5977279272302356e-05
mh_2019_0001792,708.995,22,9.5,4.1508101083666485e-05
mh_2019_0000231,940.995,22,10.5,0.00018469172450214495
mh_2019_0002223,1270.995,22,8.0,4.1879524543882346e-05
mh_2021_0000643,1803.995,22,9.5,5.7649649049223855e-05
mh_2019_0000534,724.995,22,8.0,8.53332551956712e-06
mh_2024_0003450,902.995,21,8.0,2.074682827194229e-05
mh_2019_0002378,967.995,22,9.5,2.3636574618227033e-05
mh_2019_0002060,899.995,22,10.0,4.608985545114464e-05
mh_2021_0000099,1799.995,22,9.5,3.7784566157243235e-05
mh_2021_0000824,1799.995,22,8.0,0.0003805639765317349
mh_2020_0000046,768.995,22,9.5,1.8067822486687937e-05
mh_2022_0000173,947.995,22,8.0,2.928844461907142e-05
mh_2020_0000369,912.995,22,10.0,1.0818822456055545e-05
mh_2019_0001324,810.995,22,10.0,1.7515762771073118e-05
mh_2021_0000437,1805.995,22,9.5,0.00011421509343435704
mh_2020_0000146,725.995,22,8.0,4.22353922468859e-05
mh_2021_0000569,1536.995,22,10.0,4.926760385889546e-05
mh_2024_0003845,969.995,22,8.0,0.00031987357027240426
mh_2020_0000504,1387.995,22,9.5,3.6942146927485335e-05
mh_2024_0003412,933.995,16,9.0,0.0011307636325236983
mh_2020_0000224,738.995,22,8.0,0.00010147943575959268
mh_2024_0004419,908.995,22,10.5,3.9607886845577825e-06
mh_2019_0002182,931.995,22,9.5,6.0114103542478425e-05
mh_2019_0002226,885.995,22,9.0,2.7835178814289212e-05
mh_2019_0000892,835.995,21,8.0,3.9690465067992785e-05
mh_2019_0002127,840.995,22,8.5,6.192909498869265e-05
mh_2019_0001194,868.995,22,10.0,6.503677400954006e-06
mh_2020_0000331,842.995,22,9.0,9.838843497692118e-05
mh_2019_0000699,881.995,22,8.5,8.106402835555327e-05
mh_2019_0000602,840.995,22,10.5,1.286761842148426e-05
mh_2019_0000782,667.995,22,8.5,3.584017155178684e-05
mh_2020_0000555,824.995,22,8.0,0.00012124820893302031
mh_2020_0001062,1200.995,22,10.0,2.3384801437349284e-05
mh_2024_0003899,1091.995,22,9.0,5.636229399743755e-06
mh_2022_0000274,1528.995,22,9.5,0.00015324954919849042
mh_2019_0001763,1291.995,22,8.5,2.232701862869641e-05
mh_2019_0001722,867.995,22,11.0,2.044663259631691e-05
mh_2019_0001576,827.995,22,9.5,4.6918751237097785e-05
mh_2024_0003830,967.995,22,10.5,1.153345241508941e-05
mh_2019_0001428,815.995,22,8.0,7.101163237456173e-05
mh_2020_0001079,1799.995,22,8.0,6.776999335201486e-05
mh_2024_0003290,978.995,22,9.0,4.747702124658221e-05
mh_2019_0001518,671.995,22,8.0,0.00010175997165512013
mh_2024_0004338,1487.995,22,8.5,5.291067724231557e-05
mh_2019_0001514,792.995,22,10.0,1.461078581869097e-05
mh_2024_0003984,1322.995,22,8.0,7.290011439719931e-05
mh_2021_0000618,1504.995,22,11.0,2.18602958359266e-05
mh_2019_0001956,899.995,22,9.5,2.0023466686604327e-05
mh_2021_0000322,1500.995,22,8.0,0.0002589335529809551
mh_2024_0004382,1594.995,22,10.5,8.957890412942823e-06
mh_2019_0001276,781.995,22,9.5,5.364463182739732e-05
mh_2019_0000328,884.995,22,8.5,0.0004065900336730978
mh_2019_0001361,901.995,22,8.0,0.00017086605271805747
mh_2019_0000111,659.995,22,9.5,1.996812523050169e-05
mh_2020_0000027,961.995,22,8.0,8.684855179363721e-05
mh_2019_0002162,843.995,22,8.0,8.400690655795093e-06
mh_2022_0000075,910.995,22,8.0,0.0001267017004198415
mh_2019_0001151,659.995,22,10.5,2.1826664095563687e-05
mh_2019_0000429,660.995,22,10.0,3.1073377665518235e-05
mh_2020_0001179,1799.995,22,8.0,0.0001082255039463918
mh_2021_0000781,1535.995,22,8.0,0.00016436809803567975
mh_2024_0003274,869.995,22,8.0,0.0002407856133228904
mh_2020_0000686,1220.995,22,9.0,8.083439364042065e-05
mh_2020_0000506,1059.995,21,8.5,1.1268659548019584e-05
mh_2020_0000880,758.995,22,9.0,0.0001315682590452999
mh_2019_0002105,1109.995,22,10.0,3.2034139298932305e-05
mh_2019_0001326,663.995,22,8.0,3.111533736199677e-05
mh_2019_0002354,810.995,22,9.0,1.8660956660317513e-05
ffh_2024_0000312,1555.995,22,8.0,0.0002565969975413396
mh_2019_0000077,910.995,22,8.0,2.5323929495330735e-05
mh_2019_0002066,1015.995,22,8.0,8.085049656391253e-05
mh_2024_0003737,1025.995,22,8.0,2.6725166862109795e-05
ffh_2024_0000149,1655.995,22,11.0,0.00011713508031806345
mh_2019_0000508,876.995,22,8.0,2.737856487895158e-05
mh_2020_0000324,1550.995,22,10.5,1.0999653887656138e-05
mh_2019_0000192,735.995,22,8.0,4.304799900537554e-05
mh_2018_0000007,739.995,22,9.0,1.1059452624436953e-05
mh_2019_0000895,731.995,22,8.5,1.618371835148448e-05
mh_2019_0000727,703.995,22,8.0,4.2276995496364344e-05
mh_2019_0001670,720.995,22,9.0,2.200712470585017e-05
mh_2019_0001316,966.995,21,9.5,6.096135202944588e-05
mh_2020_0000016,679.995,22,9.5,2.5622270019173558e-05
mh_2020_0000602,1551.995,22,8.0,0.0002907667799690049
mh_2019_0001531,731.995,22,10.0,2.6830317430773482e-05
mh_2024_0004234,1090.995,22,9.0,1.7160104030722108e-05
mh_2024_0003709,1054.995,22,10.0,3.568887367581683e-05
mh_2020_0000434,899.995,21,9.0,2.74255254883508e-05
mh_2019_0001957,899.995,22,8.5,4.140493903250944e-05
mh_2019_0002081,1078.995,22,8.0,1.3711487450817923e-05
mh_2019_0000290,719.995,22,10.0,8.556775411512307e-06
mh_2019_0002455,1035.995,22,8.5,1.357337971508626e-05
mh_2024_0004320,1101.995,22,8.0,4.699977588317341e-05
mh_2022_0000382,1415.995,22,8.0,2.389929806895913e-05
mh_2019_0001888,700.995,21,8.0,3.1729838598563706e-05
mh_2020_0000721,1799.995,22,10.0,3.077052259215822e-05
mh_2021_0000234,1687.995,22,8.0,3.1599889612650717e-05
mh_2020_0000189,790.995,20,8.5,0.0006034770359791515
mh_2019_0000373,811.995,22,8.5,5.791575785100707e-05
mh_2019_0000439,690.995,22,9.0,2.708458423983725e-05
mh_2020_0000155,911.995,22,9.0,1.5611282904790492e-05
mh_2019_0002172,1074.995,22,9.0,7.17382101627929e-05
mh_2024_0004231,1051.995,22,9.0,1.036417132024076e-05
mh_2024_0004017,1293.995,22,8.5,2.2765848957448154e-05
mh_2019_0001321,1299.995,22,8.0,0.00014017565032284387
mh_2019_0000876,823.995,22,10.0,2.4107807548233563e-05
mh_2020_0000911,1807.995,22,8.0,0.00024266919449599815
mh_2020_0000503,840.995,21,10.0,1.6284730256640075e-05
mh_2021_0000312,1574.995,22,11.0,1.8008650470700663e-05
mh_2019_0002294,1080.995,22,8.0,5.331790577382035e-05
mh_2021_0000497,900.995,22,8.0,0.00021262285654416306
mh_2019_0000841,732.995,22,10.0,3.293688818693653e-05
mh_2020_0000820,1802.995,22,9.0,2.7742272552237964e-05
mh_2019_0000455,687.995,21,10.5,1.4409773486659134e-05
mh_2021_0000424,1748.995,22,8.5,5.6171844763609015e-05
mh_2019_0002402,895.995,22,9.0,1.940498650544918e-05
mh_2019_0001760,755.995,22,8.5,3.240354056794438e-05
ffh_2024_0000258,1620.995,22,8.0,6.244093453131254e-05
mh_2024_0004349,899.995,22,9.5,5.250098059865181e-06
mh_2019_0001377,912.995,22,9.0,2.24565574766484e-05
mh_2024_0004058,1019.995,19,10.0,0.0008172714037742747
mh_2024_0003718,1169.995,22,8.0,2.0418307293861737e-05
mh_2019_0001319,1031.995,22,10.0,2.018458521496891e-05
mh_2019_0000066,847.995,22,10.0,3.991113428134585e-05
mh_2019_0000307,726.995,22,8.0,6.349535098859236e-05
mh_2019_0001884,877.995,22,8.0,0.00013583238268833372
mh_2019_0000214,779.995,22,8.5,4.6254823921973394e-05
mh_2024_0003502,899.995,21,9.5,0.0001299060906256736
ffh_2024_0000138,1200.995,22,8.0,2.708988322868865e-05
mh_2019_0001112,687.995,22,9.0,1.7794015083320795e-05
mh_2019_0000293,772.995,22,9.5,3.306113187040722e-05
mh_2022_0000050,1631.995,22,8.0,7.634399304251391e-05
mh_2021_0000169,1806.995,22,9.5,1.2603340751465096e-05
mh_2024_0004102,1500.995,22,10.0,0.00021382758390815776
mh_2019_0001446,749.995,22,10.5,5.057756711269644e-05
mh_2019_0001066,659.995,22,9.0,7.198899377427853e-05
mh_2021_0000665,1459.995,22,8.0,0.00021291322865917773
mh_2024_0003981,1231.995,22,10.0,5.8184104487276725e-05
mh_2019_0001204,735.995,22,9.5,9.748701845005465e-06
mh_2021_0000455,1799.995,22,9.0,3.1783960486137914e-05
mh_2019_0000649,721.995,22,10.5,8.176001887638652e-06
mh_2019_0000858,750.995,22,10.5,2.7411107135083003e-05
mh_2019_0001209,719.995,22,9.5,1.8525448234585594e-05
mh_2020_0000888,1799.995,22,8.0,3.007913562916268e-05
mh_2020_0000674,1515.995,22,9.5,1.746567603625339e-05
mh_2019_0002059,809.995,22,8.0,0.00034285213861313187
mh_2019_0000799,720.995,22,10.0,3.341677986544823e-05
mh_2019_0000711,691.995,22,9.5,3.213656086708054e-05
mh_2022_0000026,1501.995,21,8.0,5.412406730833253e-05
mh_2024_0003923,1121.995,21,9.5,0.0006199248337927154
mh_2021_0000299,1502.995,22,9.0,4.46706182694824e-05
mh_2021_0000463,1463.995,22,9.0,1.826008048261998e-05
mh_2024_0003843,1143.995,22,10.0,3.941766492894133e-05
ffh_2024_0000275,1479.995,22,8.0,5.37742423493995e-05
mh_2019_0000139,767.995,22,9.5,7.023836211362829e-06
mh_2020_0000019,1100.995,22,10.0,1.7331180493401157e-05
mh_2024_0003513,839.995,22,9.0,1.8266247730707775e-05
ffh_2024_0000116,1338.995,22,9.5,5.1293297838726445e-05
mh_2020_0000971,1799.995,22,8.0,0.00012985129008233709
mh_2019_0001400,838.995,22,8.0,4.0209747313138374e-05
mh_2019_0002080,901.995,22,10.5,4.551339155946065e-05
mh_2020_0001220,1800.995,22,9.5,5.746342661499457e-05
mh_2024_0003765,942.995,22,10.5,0.0002480521863349005
mh_2024_0003671,748.995,22,9.0,0.0001099400067746962
mh_2019_0001761,1085.995,22,8.0,4.949543446130721e-05
mh_2020_0000242,1224.995,22,9.5,5.7021041922741794e-06
mh_2020_0000202,900.995,22,9.0,3.0396277343943786e-05
mh_2019_0001865,735.995,22,8.0,2.2080031591716922e-05
mh_2021_0000323,1337.995,22,11.5,1.4858979537395058e-05
mh_2020_0000402,731.995,22,8.0,4.662830300536211e-05
mh_2019_0001545,1320.995,22,9.5,1.1296878287368543e-05
mh_2019_0002110,839.995,22,9.0,6.290402282100676e-06
mh_2022_0000318,1337.995,22,10.0,1.6795054752622115e-05
mh_2019_0002300,695.995,22,10.0,9.666232359196412e-06
mh_2024_0003795,794.995,22,10.0,1.5182066968973381e-05
mh_2021_0000693,1504.995,22,8.0,6.444261452995107e-05
mh_2019_0001639,1080.995,22,8.0,0.00021856687295831358
mh_2020_0001107,1801.995,22,10.0,3.3007888844607804e-05
mh_2020_0000436,937.995,22,8.0,0.0001241069188719063
mh_2020_0000293,863.995,22,10.0,5.961407928103219e-06
mh_2021_0000033,1713.995,22,8.0,0.00037838771114966844
mh_2019_0001866,1334.995,22,9.5,3.468690328034831e-05
mh_2021_0000551,1799.995,22,8.0,1.742489764692752e-05
mh_2020_0000636,1199.995,22,10.0,1.7559396795710668e-05
mh_2020_0000010,960.995,22,8.5,1.691368027250333e-05
mh_2019_0002415,840.995,22,9.5,5.64192249360698e-05
mh_2019_0001019,1019.995,22,9.5,1.443468798209667e-05
mh_2019_0002089,856.995,22,9.5,0.0001636244643273275
mh_2020_0000190,947.995,22,11.0,4.802905638341651e-06
mh_2019_0000075,874.995,22,8.0,3.791131794141565e-05
mh_2019_0001840,686.995,22,10.0,2.2836821206908816e-05
mh_2019_0000640,680.995,22,8.0,0.00026701911197056966
mh_2024_0004094,1140.995,22,8.0,3.983951602877919e-05
mh_2021_0000155,1804.995,22,8.0,0.00047950684187325474
mh_2018_0000043,876.995,22,9.5,2.473712819826719e-05
mh_2019_0000928,699.995,22,8.0,0.00014466842521208666
mh_2024_0003405,959.995,22,8.5,5.6379452440585265e-05
mh_2022_0000039,1763.995,22,9.0,5.922748353146208e-05
mh_2019_0002214,835.995,22,9.5,7.057486614629934e-05
mh_2019_0000904,699.995,21,9.0,0.00013095040898429138
mh_2021_0000121,1799.995,22,8.0,2.6729139510633275e-05
mh_2019_0002184,766.995,22,8.5,9.462037303123098e-05
mh_2020_0000474,981.995,22,8.0,2.6553963746871778e-05
mh_2018_0000019,993.995,22,10.5,1.0715086113476894e-05
mh_2024_0003676,1082.995,22,8.0,7.816305301690234e-06
mh_2020_0000332,849.995,22,9.5,3.1192399081970685e-05
mh_2019_0002372,915.995,22,8.0,0.0002149467757458396
mh_2019_0000405,811.995,22,9.5,2.7293592906661526e-05
mh_2019_0001562,694.995,22,8.0,0.00017809482139039633
mh_2020_0000316,753.995,22,8.5,2.33199604705492e-05
mh_2024_0003573,1500.995,22,8.0,1.3014231336577886e-05
mh_2020_0000065,1134.995,22,10.5,1.0887326227732568e-05
mh_2019_0000817,736.995,22,11.0,2.0293940605228573e-05
mh_2019_0001627,971.995,22,10.0,1.6289135656692818e-05
mh_2019_0001594,727.995,22,10.5,3.3902948519209785e-05
mh_2019_0002217,899.995,22,8.0,9.096180004370166e-05
mh_2019_0002055,1353.995,22,11.0,3.533641970278864e-05
mh_2020_0000646,1629.995,22,10.5,2.9174089935216303e-05
mh_2019_0000272,704.995,22,10.0,1.6649118925707443e-05
mh_2022_0000084,1319.995,22,8.0,0.0002708992795795076
mh_2020_0000512,1073.995,22,11.0,8.927188375398329e-05
mh_2024_0003296,959.995,22,8.0,0.00022610328155358713
mh_2020_0000984,1803.995,22,9.0,2.247224551476342e-05
mh_2019_0001871,789.995,22,8.5,1.4198301028947206e-05
mh_2019_0002466,858.995,22,9.5,0.0001589401966918939
mh_2020_0000574,822.995,22,10.0,1.7719008455821585e-05
mh_2020_0000779,1805.995,22,9.0,9.293242478546474e-05
mh_2020_0000170,706.995,22,8.0,0.0004184566494463567
mh_2020_0000296,1246.995,22,10.5,8.040675270386028e-06
mh_2020_0001058,1799.995,22,9.5,8.200930491474056e-05
mh_2019_0002295,1126.995,22,8.0,0.00010753664100681929
mh_2021_0000110,1799.995,22,9.5,3.634473557526804e-05
mh_2020_0000092,928.995,22,10.0,1.338285871275682e-05
mh_2021_0000369,1646.995,22,8.0,6.050461760390352e-05
mh_2019_0000512,679.995,21,8.0,0.00015497651877309078
mh_2020_0000249,876.995,22,10.5,1.1173382785624708e-05
mh_2019_0001273,720.995,22,8.5,3.337377284390998e-05
mh_2021_0000520,1810.995,22,9.0,0.00017055148880452484
mh_2019_0001256,838.995,22,10.0,6.323698146347033e-05
mh_2019_0000096,705.995,22,8.0,0.00015322219642492502
mh_2019_0001540,781.995,22,10.0,8.984999340931209e-05
mh_2020_0001100,1799.995,22,9.0,0.0001225494266735601
mh_2019_0001487,725.995,22,9.0,1.5284758959183082e-05
mh_2019_0002375,954.995,22,9.5,1.4356276559880077e-05
mh_2019_0000128,678.995,22,9.5,1.3968591029267573e-05
mh_2021_0000316,1801.995,22,9.5,3.594408995602112e-05
mh_2019_0000345,665.995,22,9.5,3.982673039815972e-05
mh_2020_0000057,1537.995,22,10.0,5.398883182986666e-05
mh_2019_0001575,719.995,14,8.0,0.0014605277424884176
mh_2020_0000379,1035.995,22,8.0,5.28503710887368e-06
mh_2019_0002065,904.995,22,9.5,4.007625136092132e-05
mh_2019_0001762,720.995,21,9.5,9.04137946040775e-05
mh_2020_0000913,1799.995,22,8.0,7.003461812391941e-05
mh_2020_0000684,1502.995,22,8.0,3.881178906768413e-05
mh_2020_0000850,1808.995,22,9.0,5.578361577527604e-05
mh_2019_0000666,667.995,22,8.0,0.0001910581384266675
mh_2020_0000478,850.995,22,10.0,4.0155129843002775e-05
mh_2022_0000215,1396.995,22,8.0,4.28268215152666e-05
mh_2024_0003632,1294.995,20,9.5,0.00045714739136232317
mh_2019_0001416,935.995,21,9.5,4.283597001369848e-05
mh_2019_0001375,954.995,22,9.5,1.5257449114667122e-05
mh_2020_0000284,872.995,22,10.5,1.7846436324978503e-05
mh_2019_0002117,794.995,22,11.5,1.8180670436188132e-05
mh_2020_0000840,1799.995,22,9.0,4.2749824730966605e-05
mh_2019_0001454,697.995,21,9.0,3.3854145294090423e-05
ffh_2024_0000107,1581.995,22,11.0,1.1055956323786955e-05
mh_2021_0000811,1499.995,22,8.0,0.00030394360871334
mh_2019_0001281,745.995,22,10.5,2.4360785960206843e-05
mh_2019_0001503,801.995,22,9.5,2.931427691596768e-05
mh_2020_0000679,1499.995,22,10.0,9.242468699568549e-06
mh_2020_0000344,1376.995,22,9.5,6.507910260436276e-06
mh_2019_0001172,1163.995,22,8.0,4.862758732125404e-05
mh_2021_0000230,1803.995,22,8.0,4.538485542853926e-05
ffh_2024_0000178,1581.995,22,8.0,0.00011204325444347764
mh_2024_0003377,840.995,22,10.0,4.761428004579735e-05
mh_2019_0001328,1003.995,22,10.0,1.3341675728831627e-05
mh_2020_0000660,1211.995,22,10.0,3.4324165578389635e-05
mh_2021_0000649,1631.995,22,8.0,5.5019388243279895e-05
mh_2020_0000340,851.995,22,10.0,2.8444387784564276e-06
mh_2019_0001195,786.995,22,10.0,3.7543587823536906e-05
mh_2020_0000757,1799.995,22,8.0,0.00034770237491810733
mh_2021_0000365,1685.995,22,9.0,4.3078512636952185e-05
mh_2024_0003807,1287.995,22,9.0,1.2428411824628017e-05
mh_2024_0003301,695.995,22,8.0,0.0001175247237491854
mh_2024_0003672,729.995,22,9.0,5.6656276747718366e-06
mh_2020_0000969,1491.995,22,8.0,2.1098922856434267e-05
mh_2021_0000225,1799.995,22,8.0,0.00010759482367569147
mh_2020_0000697,1802.995,22,8.5,1.4782623904901323e-05
mh_2020_0000694,1800.995,22,10.0,9.038436674901798e-05
mh_2019_0000830,778.995,22,10.0,0.00016472207831959098
mh_2019_0000923,707.995,22,9.0,3.460920115146026e-05
mh_2019_0001730,711.995,21,9.0,5.164298114400358e-05
mh_2020_0000998,1799.995,22,8.0,0.0001544122076459235
mh_2024_0003465,706.995,22,10.0,2.1922399059775057e-05
mh_2019_0001006,902.995,22,8.0,0.00019537582963776218
mh_2019_0001284,802.995,22,8.0,3.433530553490672e-05
mh_2019_0000605,659.995,22,12.0,1.4254859091436801e-05
mh_2019_0001867,710.995,22,8.0,5.913514811040673e-05
mh_2024_0004309,1219.995,22,8.0,6.636513197523956e-06
mh_2019_0002440,1074.995,22,9.0,2.650596449636699e-05
mh_2019_0000685,758.995,22,8.0,4.106720468517337e-05
mh_2020_0000302,847.995,22,9.5,7.730609333344588e-06
mh_2020_0001120,1799.995,22,8.5,9.730331306765646e-05
mh_2024_0004008,1081.995,22,8.0,3.131986423642266e-05
